ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,certificate_study_period,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participitation,idea_contest,onedayclass_topic,withdrawal
TRAIN_0114,8,cb9a087b0664870438b30d0763f76770d4b1a71d6694ed80ef3b6ead5e19a965,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,False,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 4학기 이하,팀,2.0,경영 데이터,SQLD,ADsP,접수일 전 4주 ( 1/1~1/27 ),"물류, 무역",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,규모가 커야 많은 사람이 들을 수 있다,현대글로비스,금융,059ca8a3127a9bd3dcfaf1184505e4599e559d5049764a2652a321ac91dd2d30,,없음,0
TRAIN_0115,8,48c21babe9214203a621dbd2cace7c2f3e20506a8418e5c3104b78ed5feac467,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경제통상학,False,대학생,9,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,"경제통상학, 인문학",취업,대학교 이수학기 5학기 이상,개인,1.0,마케터,없음,빅데이터 분석 기사,접수일 전 4주 ( 1/1~1/27 ),"물류, 무역",주니어 (0~3년차),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),해외 기업 (빅테크),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,다양한 사람들과 강의를 함께 들으면 혼자서는 놓치기 쉬운 부분을 캐치할 수 있어서,현대글로비스,비즈니스,,,없음.,0
TRAIN_0116,8,e6ec3da53883e85caa228b7304a8e253523a26a14c74b2c638678e100ad6ea23,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,1,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,개인,2.0,데이터 사이언티스트,없음,구글 애널리스트,시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),오프라인,선택지 모두 좋다고 생각합니다,각 규모의 장단점이 명확하여 모두 경험해보고 싶습니다,"Lg ai, lg cns, sk c&c, 등",AI,,,의견 없음,0
TRAIN_0117,8,18399fd8aca17594581f066bb61468cd2c4a1342e73f77e65847e58e2cf8682f,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,6,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,팀,3.0,소프트웨어 개발자,준비중: 정보처리기사,"ADsP, SQLD, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),개발,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"적당한 인원 수가 있어야 집중도 하고, 여러 질문과 대답을 들어볼 수 있어서",삼성,자연어 처리 및 이미지 분석,,,없습니다,1
TRAIN_0118,8,3e0057be3ecde495d1d6aab0bdc3092cce94440a6a4f6867a0ea69e07d8c7f7f,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,6,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),대학원 진학,대학교 이수학기 4학기 이하,팀,3.0,데이터 분석가,없음,"ADsP, 빅데이터 분석 기사",시험일 전 4주 (2/1 ~ 2/27),바이오,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 사람들에게 기회가 가야한다고 생각하기 떄문에,네이버,AI,,,"C언어, c++",1
TRAIN_0119,8,f29d1e8048711290e3527576e7ea6302d022cc9f1a2c3fbfb210919aa4a8168a,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),경영학,True,대학생,8,,,,아니요,,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,"자연과학, 경영학",취업,대학교 이수학기 5학기 이상,팀,5.0,데이터 분석가,ADsP,"SQLD, 빅데이터 분석 기사, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중할 수 있어서,국민은행,금융,,,Sql 실무 사용 사례,0
TRAIN_0120,8,48567d0846e19d8e2f36d636bb2bbeaebcfe94d4230fc79016f5ccc728dc8821,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,9,,,,아니요,,내국인,인터넷 검색,시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 공학 (컴퓨터 공학 제외)",취업,대학교 이수학기 5학기 이상,팀,2.0,마케터,없음,"ADsP, 구글 애널리스트",시험일 전 4주 (2/1 ~ 2/27),"제조, 생산",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자의 강의를 들어보고싶고 다양한사람들의 의견을 들어보고싶어서,없음,제조업,,,2,1
TRAIN_0121,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",인적 네트워크,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),대학원 진학,대학교 이수학기 4학기 이하,팀,2.0,인공지능 전문가,없음,아직 자격증에 대한 생각이 없음,시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,너무 적으면 다양한 질문이 나오지 않을 것 같고 너무 많으면 집중이 힘들 것 같습니다,특정 기업에 대한 생각은 아직 없어요,AI,,,딱히 없음,1
TRAIN_0122,8,94a678c60366ea86d72824cc06ac5f2412a365124cb044200c5cc96087d93efb,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 분석가,없음,"빅데이터 분석 기사, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),개발,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,상호작용하기에 좋을 것 같다,네이버,AI,,,팀프로젝트,1
TRAIN_0123,8,92b8b488a848520204748f142138c3f742578f83341e6801250917640e185da6,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),False,대학생,6,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 공학 (컴퓨터 공학 제외)",취업,대학교 이수학기 5학기 이상,개인,2.0,인공지능 전문가,없음,"ADsP, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중할 수 있을 것 같다,skt,AI,,,통신이론,0
TRAIN_0124,8,b098599b30d7c36a68b1505cd3f7da9e5d4f46b940594b390ce49aac8aa98756,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,직장인,2,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,공모전 경험,네. 온라인으로 참여하고 싶어요,,,,,,"공학 (컴퓨터 공학 제외), 자연과학",취업,,팀,1.0,데이터 분석가,"ADsP, 빅데이터 분석 기사",ADP,접수일 전 4주 ( 1/1~1/27 ),"마케팅, 광고, MD",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,소규모 강의는 접해본적이 없어서,팔란티어,금융,1970be5fa0be7e5bc37740228b7073f9c6977157695e068ece2851949567cedb,,"시각화, 태블로",1
TRAIN_0125,8,854beb619660d235081f31a1211722c2be58489c02a9d4b16c1a3fba110cad12,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,IT(컴퓨터 공학 포함),False,대학생,8,,,,아니요,,내국인,에브리타임,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,인문학,미정,대학교 이수학기 5학기 이상,팀,4.0,인공지능 전문가,없음,없음,시험일 전 4주 (2/1 ~ 2/27),AI,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,현직자가 많은게 유용할거 같아서,네이버,자연어 처리 및 이미지 분석,,,없음,0
TRAIN_0126,8,18ed556e19147f72bb6f9407d8c94a755a06ba36a161f5908c41569cb97eab91,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,공모전 경험,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 4학기 이하,팀,1.0,전산직,없음,"SQLD, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),"개발, 보안",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당히 부담스럽지도 않고 정신없지도 않은 규모라고 생각해서,"한국부동산원, 한국도로공사 등 공기업",AI,,,"java, c",0
TRAIN_0127,8,94a678c60366ea86d72824cc06ac5f2412a365124cb044200c5cc96087d93efb,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,5,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,자연과학,대학원 진학,대학교 이수학기 4학기 이하,팀,2.0,데이터 분석가,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),개발,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,30-50명이 적지도 않아서 다양한 사람들이 들을 수 있어서,"농구 구단, sk나이츠",스포츠,,,.,0
TRAIN_0128,8,c7c76d1a4c9d719d17c899a3ca9de153452a22163fe083fb53d5633126c2503d,"복수 전공 ( 다중전공, 이중전공 포함 )",교육학,경영학,False,대학생,1,2.0,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"공학 (컴퓨터 공학 제외), 경영학, 교육학",취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 분석가,없음,"ADsP, SQLD",접수일 전 4주 ( 1/1~1/27 ),"인사, HR",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,현직자 한 분의 이야기를 깊이 듣고 싶음.,삼성전자,AI,,,기존 커리큘럼에 만족함.,0
TRAIN_0129,8,8e4d506c11735100bf70283a09a94696a8a1ac4bdfd184f259792785b958c201,단일 전공,사회과학,,False,직장인,2,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,사회과학,취업,,팀,2.0,인공지능 전문가,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트",접수일 전 4주 ( 1/1~1/27 ),AI,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 많으면 질문하기가 어려움,대기업,의료/헬스케어,,,데이터 시각화,1
TRAIN_0130,8,1ed9296bd2a05ea36fabb5171a003b7320bb21a53d6135f0981f0daaebffabc9,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,5,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,팀,2.0,인공지능 전문가,없음,"정보처리기사, Aws",시험일 전 4주 (2/1 ~ 2/27),"기획, 전략",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,가장 적절한 규모의 강연이라고 생각합나다,"삼성전자, sk하이닉스, 카카오",AI,,,C++ 기초,1
TRAIN_0131,8,b6abc82e31329cea19b6cce7783b27a3a90637c403db8e68f3ce9f36eaa2b98f,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,IT(컴퓨터 공학 포함),False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 사회과학, 교육학",대학원 진학,대학교 이수학기 4학기 이하,개인,1.0,데이터 사이언티스트,없음,"ADsP, SQLD, 빅데이터 분석 기사",접수일 전 4주 ( 1/1~1/27 ),AI,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),온라인,100명 이상의 리스너와 10명 이상의 현직자,대규모 강의면 더 많은 신청자들이 강의를 들을 수 있기 때문에,아직 딱히 없다,AI,,,엑셀 기초,0
TRAIN_0132,8,abfb932b1d89ca5b0ca2d5ccd72d458b4a23da03c89ddd1802b9bce4a3538ba7,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,8,,,,아니요,,내국인,인스타그램,현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,개인,2.0,반도체 엔지니어,없음,없음,시험일 전 4주 (2/1 ~ 2/27),AI,주니어 (0~3년차),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,3-50명이 가장 적당한 것 같아서,"삼성전자, sk하이닉스, 현대자동차",반도체,4e1f12c846b87f0976faca44496cc98dc36eafdc0b87fd021d131eaf993ba3c6,,없음,0
TRAIN_0133,8,c7c76d1a4c9d719d17c899a3ca9de153452a22163fe083fb53d5633126c2503d,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,2,4.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 엔지니어,없음,"SQLD, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),개발,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적절하다 생각해서,빅테크,AI,,,Java jpa,1
TRAIN_0134,8,18ed556e19147f72bb6f9407d8c94a755a06ba36a161f5908c41569cb97eab91,단일 전공,경영학,,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,경영학,취업,대학교 이수학기 4학기 이하,개인,3.0,데이터 분석가,없음,ADsP,시험일 전 4주 (2/1 ~ 2/27),"물류, 무역",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,"10명 내외는 기회를 얻기 힘들 것 같고, 100명 이상 인원은 현직자와 소통할 수 있는 시간이 적을 것 같다. ",네이버/ 한국토지주택공사,사회문제,,,파이썬 문법 기초를 배우고 바로 할 수 있는 미니 프로젝트(간단한 게임 제작/ 계산기 만들기 등)를 함께 진행하는 수업이 있으면 좋겠습니다.,1
TRAIN_0135,8,cb9a087b0664870438b30d0763f76770d4b1a71d6694ed80ef3b6ead5e19a965,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,4,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,인적 네트워크,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,팀,3.0,인공지능 전문가,없음,"SQLD, 빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),AI,시니어 (10년차 ~),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 너무 적으면 부담스럽고 너무 많으면 질문이 힘들어서,"네이버, 카카오",AI,,,없습니다,1
TRAIN_0136,8,f9b3fde8c9af1daccfab54aa9c3d803bbac0ccf04a708086b9448af47206afe1,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,6,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,"IT (컴퓨터 공학 포함), 사회과학",취업,대학교 이수학기 4학기 이하,팀,2.0,데이터 분석가,없음,정보처리기사,시험일 전 4주 (2/1 ~ 2/27),"경영, 회계, 세무 / 금융, 보험 / AI",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,중간 규모의 인원이 있으면 다른 분들의 생각과 고민을 듣기도 좋을 것 같아서,카카오,사회문제,da391d1373cb4f0200d41a55011aa0ebb18235e01a809bbf85e29496fcd3d09c,,SQL 강의,1
TRAIN_0137,8,f29d1e8048711290e3527576e7ea6302d022cc9f1a2c3fbfb210919aa4a8168a,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,6,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 5학기 이상,팀,3.0,인공지능 전문가,없음,"SQLD, 정보처리기사",접수일 전 4주 ( 1/1~1/27 ),개발,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,여러 현직자에게 다양한 이야기를 들어보고 싶어서,앖습니더,의료/헬스케어,,,없습니다,1
TRAIN_0138,8,d99c2148b6f16ccd86e297c337fab20765e5da5547da75b9e7c4c69473bdcf4e,단일 전공,경제통상학,,False,대학생,8,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,경영학,싸피,대학교 이수학기 5학기 이상,팀,3.0,데이터 분석가,없음,SQLD,시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),산업 트렌드 (예시: 챗 GPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,20-30명 정도가 적당하다고 생각해서,IBK기업은행,금융,,,없습니다,1
TRAIN_0139,8,d99c2148b6f16ccd86e297c337fab20765e5da5547da75b9e7c4c69473bdcf4e,단일 전공,자연과학,,True,대학생,2,,,,예,,내국인,기존 학회원 또는 운영진,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,데분기,자연과학,취업,대학교 이수학기 4학기 이하,팀,0.0,데이터 분석가,없음,"SQLD, 빅데이터 분석 기사",접수일 전 4주 ( 1/1~1/27 ),"금융, 보험",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 현직자와의 소통,네이버,스포츠,,,데이터 분석가 실무자 특강,1
TRAIN_0140,8,925d9b5de199c382125fbeaebd186553b80f8bd0401c593ea7106a508984adb1,단일 전공,경영학,,True,대학생,5,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,공학 (컴퓨터 공학 제외),취업,대학교 이수학기 5학기 이상,팀,2.0,데이터 분석가,없음,"ADsP, SQLD, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),"제조, 생산",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,현직자가 많이 있어야 다양한 이야기를 들을 수 있을 것 같아서,삼성전자,비즈니스,,,데이터 엔지니어링 기초,1
TRAIN_0141,8,fb5637d1efa05dbefe393539eca45929ab62a75b49e55688f097ff285b832b52,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),True,취준생,6,7.0,,,예,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,데분기,데분기,IT (컴퓨터 공학 포함),취업,,개인,4.0,데이터 분석가,ADsP,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",시험일 전 4주 (2/1 ~ 2/27),AI,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,많은 사람에게 참여 기회가 주어지는게 좋을거같음,삼성,AI,,,.,1
TRAIN_0142,8,d99c2148b6f16ccd86e297c337fab20765e5da5547da75b9e7c4c69473bdcf4e,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,7,,,,예,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,데분기,해당없음,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,개인,2.0,데이터 사이언티스트,없음,정보처리기사,시험일 전 4주 (2/1 ~ 2/27),개발,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이어서,CJ,AI,0aa784edf6dddb76e57282c95ffd9fafb5ec1627b7dd44ed738d4ed7835e8833,,코딩테스트,1
TRAIN_0143,8,3e0057be3ecde495d1d6aab0bdc3092cce94440a6a4f6867a0ea69e07d8c7f7f,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,자연과학,False,대학생,8,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,경제통상학,대학원 진학,대학교 이수학기 5학기 이상,팀,4.0,데이터 사이언티스트,없음,빅데이터 분석 기사,시험일 전 4주 (2/1 ~ 2/27),"금융, 보험",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카쿠라배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,적절한 강연자와 청자의 비율이 집중에 도움이 되어서,네이버,금융,,,C언어,1
TRAIN_0144,8,abfb932b1d89ca5b0ca2d5ccd72d458b4a23da03c89ddd1802b9bce4a3538ba7,단일 전공,자연과학,,True,대학생,8,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,자연과학,취업,대학교 이수학기 4학기 이하,팀,3.0,데이터 분석가,"ADsP, SQLD",빅데이터 분석 기사,접수일 전 4주 ( 1/1~1/27 ),개발,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카쿠라배당토),"온,오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 집중할 수 있어서,삼성,AI,,,R에 관한 강의,1
TRAIN_0145,8,d99c2148b6f16ccd86e297c337fab20765e5da5547da75b9e7c4c69473bdcf4e,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,8,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,IT (컴퓨터 공학 포함),취업,대학교 이수학기 4학기 이하,팀,1.0,인공지능 전문가,없음,icdl자격증,접수일 전 4주 ( 1/1~1/27 ),AI,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,100명 이상의 리스너와 10명 이상의 현직자,많은 현직자의 의견을 듣고싶어서,"sk, 네이버",AI 반도체,,,인동지능 반도체,1
